gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CDH10	30232	737	-29	473928	132636	601524	5	1	1	9	6	2648268	1.299652e-02	9.269505e-01
VSTM2B	NaN	NaN	NaN	164052	56196	0	3	0	0	50	154	57659448	1.302311e-02	9.269505e-01
NR3C2	73880	914	-15	585984	166740	389340	4	1	1	31	41	16886772	1.313058e-02	9.310867e-01
WFDC10A	NaN	NaN	NaN	48636	13356	74088	1	0	0	50	154	57690696	1.326865e-02	9.368094e-01
SI	13371	1355	-23	1141392	287448	1829016	11	1	5	8	17	4952304	1.334405e-02	9.368094e-01
NOBOX	185754	838	-7	337260	104496	301896	6	0	1	11	14	8274504	1.336490e-02	9.368094e-01
RTTN	64673	504	37	1357440	375060	2089080	7	0	3	1	4	3665592	1.342616e-02	9.368094e-01
MED21	408250	320	26	88704	24444	224028	3	0	0	50	63	27220872	1.346737e-02	9.368094e-01
SH3RF2	396248	406	-7	425544	134400	680400	6	1	0	25	34	17809680	1.361004e-02	9.368094e-01
FGD3	478130	463	43	438732	126252	779940	3	1	0	13	16	7994448	1.368344e-02	9.368094e-01
CANT1	612708	177	22	236208	70728	139356	3	0	0	50	49	24247440	1.368756e-02	9.368094e-01
DOCK7	222018	474	4	1299564	344484	2415924	9	1	5	5	14	8292984	1.383488e-02	9.368094e-01
EVC2	69455	688	19	788172	223104	1013292	5	2	2	10	13	8663676	1.383763e-02	9.368094e-01
SCGB1D2	3058870	450	42	56028	15288	182448	3	0	0	50	47	20912220	1.391258e-02	9.368094e-01
ROS1	168682	310	-18	1435308	382116	2071440	6	1	4	6	17	7088256	1.394972e-02	9.368094e-01
HCST	1060028	321	47	55608	18480	252252	2	0	0	32	33	17669904	1.398102e-02	9.368094e-01
HTR3E	1453689	334	42	282744	81144	343224	3	0	0	12	14	9129288	1.399034e-02	9.368094e-01
COMMD2	449009	263	21	122808	32928	197820	2	0	1	50	67	26801544	1.399195e-02	9.368094e-01
RPL14	195734	546	20	133980	36624	195300	2	0	1	50	62	21518616	1.405143e-02	9.368094e-01
PIK3R1	48999	619	32	476784	118188	860328	5	0	0	3	6	2849028	1.419156e-02	9.368094e-01
UBP1	483698	352	9	338856	86268	718200	3	0	2	50	67	40122852	1.439231e-02	9.368094e-01
CTSK	1818753	188	35	203448	52836	444780	3	0	1	18	21	10324188	1.450630e-02	9.368094e-01
PLCXD3	219266	928	-15	194292	51660	210168	2	0	1	45	44	20494992	1.460796e-02	9.368094e-01
GTF3C1	282478	597	25	1275288	356664	1788948	7	1	2	8	9	6512940	1.468789e-02	9.368094e-01
INO80D	290764	492	23	607992	178248	292824	3	2	0	50	87	36586872	1.471034e-02	9.368094e-01
ODF3	1233553	437	17	152796	46032	213192	2	1	0	44	42	22552488	1.485267e-02	9.368094e-01
SMARCA1	278446	NaN	-7	656376	165396	1026900	4	0	0	14	10	7364028	1.488340e-02	9.368094e-01
ALOX12B	1528802	272	26	423360	121464	486864	5	0	2	21	16	10379712	1.489693e-02	9.368094e-01
PREPL	433205	522	29	452508	112224	693504	4	0	3	20	15	8928612	1.491993e-02	9.368094e-01
WDR60	338838	241	3	661080	169764	744156	5	0	3	50	88	30650004	1.494271e-02	9.368094e-01
C1orf163	678946	261	27	142968	34944	129528	3	0	0	50	86	30573816	1.495705e-02	9.368094e-01
TCF7L2	156660	435	-9	423276	115500	661752	3	0	0	9	14	6632724	1.497587e-02	9.368094e-01
PABPC1	1141833	276	41	389508	105924	625464	5	1	2	24	33	11976972	1.502174e-02	9.368094e-01
SNW1	442490	359	42	347844	89124	694512	2	0	0	4	3	3183012	1.506418e-02	9.368094e-01
CLDN11	372782	377	30	119280	39984	108108	2	0	0	50	68	25023264	1.511625e-02	9.368094e-01
S100A4	1454773	186	26	64260	14868	290556	2	0	1	50	47	27404748	1.515791e-02	9.368094e-01
DDX60	83741	350	-10	1064700	266616	1435896	6	0	4	22	25	13388592	1.516113e-02	9.368094e-01
PAN3	265548	616	57	535164	154308	1029168	3	0	0	13	6	7906836	1.517694e-02	9.368094e-01
NDUFS5	682309	208	26	66528	16380	73080	1	0	0	50	70	30688644	1.520183e-02	9.368094e-01
NR1H3	1274054	198	38	270984	76776	517608	2	1	0	18	23	7874916	1.521710e-02	9.368094e-01
LHX1	625114	462	21	242256	69972	86940	3	1	0	9	5	3392844	1.526633e-02	9.368094e-01
ITGAE	500884	176	28	720972	201852	1442700	3	2	2	32	47	23489256	1.531510e-02	9.368094e-01
PTPRE	424354	683	-15	445788	113148	903672	2	1	2	15	18	9391452	1.536791e-02	9.368094e-01
CCL7	26189	889	-12	62076	16044	163548	1	0	0	50	99	33124140	1.547400e-02	9.368094e-01
TRIM17	654512	278	7	314412	91560	186480	3	1	1	26	76	18596004	1.551408e-02	9.368094e-01
PANK3	413558	432	32	224280	62244	348768	3	0	1	10	12	7620984	1.553886e-02	9.368094e-01
PRRT2	NaN	NaN	NaN	195972	64848	257040	3	0	0	50	154	57925140	1.555257e-02	9.368094e-01
ITIH3	1193949	272	49	549780	145488	545580	4	0	1	50	73	33075000	1.557028e-02	9.368094e-01
OR4K14	420010	827	-51	181020	53844	21420	3	0	0	50	44	14071764	1.557428e-02	9.368094e-01
C15orf56	NaN	NaN	NaN	89712	34272	10584	4	0	0	50	154	57648108	1.557725e-02	9.368094e-01
APOA4	419339	326	36	234696	67452	250740	4	1	0	50	60	32627868	1.559528e-02	9.368094e-01
NEUROD6	48298	883	-4	202272	54264	43092	2	0	0	50	72	32313540	1.571162e-02	9.384034e-01
TBCEL	308922	724	25	259056	69300	313740	5	0	0	50	72	36434076	1.580163e-02	9.384034e-01
IL8	273344	444	13	62748	16380	172620	1	0	0	50	61	26192712	1.582414e-02	9.384034e-01
CDC42SE2	313468	414	34	54432	12852	160272	1	0	0	45	56	21676788	1.599454e-02	9.384034e-01
GNAT3	118115	385	-32	221340	53592	162540	3	1	1	10	16	5650092	1.600326e-02	9.384034e-01
ANO5	51558	935	-7	571620	140532	928620	5	0	1	7	9	4080300	1.602210e-02	9.384034e-01
C4orf50	109875	686	16	165228	50736	351036	4	1	0	50	43	24397296	1.606609e-02	9.384034e-01
CDH26	73597	856	-36	507864	144060	980028	4	0	2	4	7	3367056	1.610218e-02	9.384034e-01
HIVEP1	210548	453	33	1594320	468552	459144	10	2	0	15	12	9150120	1.614425e-02	9.384034e-01
C14orf142	325787	222	35	61404	16968	123480	1	0	0	50	64	24621240	1.617865e-02	9.384034e-01
OR6C76	802038	706	3	181020	55356	24696	2	0	0	50	61	28577304	1.625968e-02	9.384034e-01
GIGYF2	325071	328	35	820932	207228	1526616	3	2	2	22	21	13056708	1.641787e-02	9.384034e-01
SGCZ	3398	1175	-34	189756	53928	619416	3	1	3	31	40	10855236	1.651131e-02	9.384034e-01
CTNNA2	10595	1614	-24	508200	141456	1094940	7	1	0	1	1	1358700	1.657293e-02	9.384034e-01
DHX35	262965	581	31	434112	119784	1377180	3	1	1	8	12	5460252	1.664482e-02	9.384034e-01
SIGIRR	2206786	344	58	242256	76524	326088	4	2	1	16	38	11319588	1.670057e-02	9.384034e-01
CHGB	310620	346	13	415548	101052	144900	6	1	0	50	63	26955516	1.671620e-02	9.384034e-01
GZF1	188823	688	-22	428316	113988	225288	4	1	0	50	97	35511840	1.678363e-02	9.384034e-01
SEC14L3	657636	288	48	250236	64512	536004	4	1	2	30	47	16773204	1.679835e-02	9.384034e-01
RGS7	134467	834	-27	312648	73416	1307124	3	0	3	31	62	19990320	1.684587e-02	9.384034e-01
ARHGEF15	772200	257	20	486108	165564	549864	4	1	1	14	18	8639988	1.686378e-02	9.384034e-01
TYW3	104029	1055	-14	163464	39144	239904	2	0	0	32	52	19403076	1.687306e-02	9.384034e-01
DGKZ	811789	212	44	760368	228228	835128	6	1	4	39	63	19176864	1.688067e-02	9.384034e-01
LIPN	175532	327	31	248304	60900	231084	3	1	0	50	58	27534108	1.689040e-02	9.384034e-01
ASB16	930750	175	41	310128	60060	192276	3	0	0	42	51	26048820	1.690075e-02	9.384034e-01
KIF2C	574317	191	43	452088	116928	1031184	3	0	0	3	0	2469768	1.691534e-02	9.384034e-01
APOA2	728669	234	37	62160	17220	190260	1	0	0	50	83	29209320	1.709842e-02	9.409382e-01
IGFN1	572258	333	23	2164596	662592	507528	15	2	2	50	74	27274296	1.733185e-02	9.409382e-01
RTN1	298900	639	-2	467796	144060	438732	5	2	1	40	44	17180604	1.737595e-02	9.409382e-01
CREB3L3	2256881	244	42	273168	85176	418320	3	0	1	9	20	5055288	1.741502e-02	9.409382e-01
COG2	379098	568	3	455196	120624	922824	4	0	2	5	18	5834976	1.752852e-02	9.409382e-01
C1QB	389456	541	29	147840	46200	87192	3	0	0	50	67	29639148	1.757768e-02	9.409382e-01
MPPE1	323758	148	39	242172	67032	365148	3	0	0	10	11	5726280	1.758450e-02	9.409382e-01
FOXJ1	1796815	218	28	240072	79968	27720	3	0	0	50	83	30303168	1.762841e-02	9.409382e-01
UQCRH	690472	205	31	59472	13608	227808	2	0	0	24	26	12999672	1.765135e-02	9.409382e-01
TFB1M	116637	428	26	210420	58464	395640	2	0	0	28	36	15236004	1.765758e-02	9.409382e-01
PMF1	2280435	211	36	126084	34188	369432	3	0	0	20	9	12963720	1.766411e-02	9.409382e-01
GGA2	525761	628	36	375312	105504	805392	5	0	1	10	15	6649188	1.772837e-02	9.409382e-01
MGA	765304	256	41	1818348	522732	772128	10	0	0	0	0	1294860	1.781314e-02	9.409382e-01
PROX2	884998	232	41	347676	103656	154224	2	0	0	50	81	29294244	1.785725e-02	9.409382e-01
C20orf114	478384	482	27	293832	87948	822528	3	0	0	18	14	11334540	1.786024e-02	9.409382e-01
FCRL3	180228	829	21	442176	127596	740124	3	0	2	8	13	5574660	1.789721e-02	9.409382e-01
TRIM67	381758	603	8	460236	142044	386064	3	0	1	11	15	5812968	1.796712e-02	9.409382e-01
DEPDC5	557139	336	19	991536	261156	2185596	3	0	2	8	6	8400084	1.796972e-02	9.409382e-01
GJA8	NaN	NaN	NaN	252924	76692	35280	3	0	0	50	154	57715224	1.798290e-02	9.409382e-01
ZNF774	1110178	139	33	295764	73164	101304	2	0	0	43	54	26021772	1.801006e-02	9.409382e-01
GLIPR1L2	313411	606	-22	154980	40572	165060	2	3	0	17	23	4777836	1.813816e-02	9.409382e-01
RARA	1350242	191	23	308448	90216	325584	5	0	2	50	75	27108396	1.822189e-02	9.409382e-01
FAM122C	293030	NaN	27	232764	62328	453096	2	0	2	46	80	33097008	1.829366e-02	9.409382e-01
LCE5A	325831	700	20	70812	20160	48888	3	0	0	50	123	39314436	1.830672e-02	9.409382e-01
YPEL5	141747	692	18	73332	20916	109620	2	0	0	50	50	25857636	1.834074e-02	9.409382e-01
TREM1	270628	607	34	139692	41496	213192	2	0	0	50	41	19615932	1.838315e-02	9.409382e-01
HIST1H2BC	398813	636	53	73752	22764	98280	1	0	0	50	45	19406436	1.838383e-02	9.409382e-01
IARS2	651419	613	-1	621852	166152	1182888	4	0	0	11	1	6948564	1.844105e-02	9.409382e-01
ULK4	310078	648	15	786660	214284	1789956	4	0	2	1	3	2480856	1.848060e-02	9.409382e-01
LAT	1148899	257	51	184464	53172	632772	2	1	0	21	23	11852904	1.854290e-02	9.409382e-01
SH3BGRL2	205695	824	2	68208	16464	189252	1	0	0	50	77	31156608	1.855312e-02	9.409382e-01
MUC6	1429028	466	43	1414392	463008	551880	14	2	1	1	6	2327136	1.863639e-02	9.409382e-01
CCR8	159083	507	38	211428	58716	32004	2	0	0	50	88	32438112	1.867424e-02	9.409382e-01
FCER1G	728669	234	37	55020	15288	492912	2	0	0	17	28	11005092	1.888831e-02	9.409382e-01
VWC2	53908	941	-13	192528	56196	90720	7	2	0	2	9	1562652	1.889616e-02	9.409382e-01
LAMC3	815585	293	36	943488	275688	963900	8	1	1	26	32	15995784	1.892018e-02	9.409382e-01
RHOA	1623187	201	33	119196	31500	386568	2	0	1	50	39	30132312	1.895013e-02	9.409382e-01
PXDN	55677	536	-18	883176	258384	555912	8	2	0	35	36	13478136	1.909630e-02	9.409382e-01
MAGED1	127069	NaN	23	498372	145992	287784	4	2	0	23	12	8248044	1.914828e-02	9.409382e-01
C7orf31	254281	319	21	362712	93156	426888	6	0	2	26	40	13502832	1.918132e-02	9.409382e-01
NELL2	79685	930	-19	562296	137760	896616	5	0	3	50	65	24067596	1.919491e-02	9.409382e-01
ADAMTS16	89385	683	-23	742812	205464	1075788	7	3	2	13	11	5396076	1.920179e-02	9.409382e-01
EXOC4	618702	965	12	596232	160272	1010268	3	0	0	7	1	5354748	1.933603e-02	9.409382e-01
SMAD4	156084	422	41	337176	90972	479304	4	0	0	1	0	953484	1.949078e-02	9.409382e-01
PGBD5	286328	478	10	276444	74844	447300	4	2	1	16	18	6712692	1.956478e-02	9.409382e-01
RBPMS2	803907	264	47	127260	38556	406728	1	0	1	50	46	28472892	1.964952e-02	9.409382e-01
GPC4	66980	NaN	40	341040	88116	425880	5	0	1	7	10	3566472	1.972184e-02	9.409382e-01
HAPLN2	2049505	180	37	198912	63924	65520	2	0	0	50	53	24443580	1.972776e-02	9.409382e-01
RGS22	290819	449	22	792624	190932	1228248	4	2	4	50	99	35280336	1.993934e-02	9.409382e-01
RBM45	234602	603	21	292236	76440	421092	3	0	0	33	40	17476452	2.002784e-02	9.409382e-01
DGKE	320339	324	-38	347844	92652	525420	4	0	1	41	50	26376084	2.004524e-02	9.409382e-01
CYP19A1	263003	535	17	310884	79212	430668	3	0	0	19	18	8228808	2.008467e-02	9.409382e-01
LSM14A	655485	284	-13	287112	80304	400680	5	0	0	3	3	2581152	2.013200e-02	9.409382e-01
APOB	222162	698	-11	2722860	755748	1429848	9	3	2	22	22	12497016	2.021448e-02	9.409382e-01
HNF1A	1225663	380	40	370356	117012	299880	4	2	0	43	47	19618620	2.029623e-02	9.409382e-01
CCT8	316438	178	79	337512	92148	596484	2	2	2	11	14	5592468	2.039914e-02	9.409382e-01
BTG4	383632	485	15	140700	33684	355824	2	0	1	50	69	28483728	2.041074e-02	9.409382e-01
H2BFM	NaN	NaN	NaN	92232	27468	30240	1	0	0	50	154	57660960	2.042843e-02	9.409382e-01
FOXL2	345888	340	21	212772	72240	59472	2	0	0	50	63	30486288	2.045053e-02	9.409382e-01
BCL9L	1488276	175	54	864864	276192	253764	3	2	0	50	39	26947872	2.051424e-02	9.409382e-01
CASP6	211934	473	25	182532	46284	350784	2	0	1	50	57	26448324	2.056378e-02	9.409382e-01
TTLL10	2356409	196	27	409248	121716	168084	3	1	1	11	37	6960408	2.073521e-02	9.409382e-01
KRTAP4-7	NaN	NaN	NaN	93408	24528	13860	1	0	0	50	154	57641640	2.075844e-02	9.409382e-01
SLC6A5	148079	842	1	479724	138684	919800	6	2	2	24	43	15957060	2.076782e-02	9.409382e-01
SOX30	260667	1079	41	441672	132384	245952	4	2	0	43	60	24087756	2.077074e-02	9.409382e-01
DNAJA3	753259	148	40	298116	83412	398412	4	2	1	12	12	5055960	2.080240e-02	9.409382e-01
SLC22A6	2447828	398	48	330288	105168	268380	2	1	1	50	56	20883660	2.090427e-02	9.409382e-01
OR2G6	112460	903	-20	182700	56952	30240	4	0	0	50	75	24879960	2.093532e-02	9.409382e-01
CDH9	39282	1140	-26	482328	126000	538524	8	0	0	2	1	1631280	2.095429e-02	9.409382e-01
ZAR1L	NaN	NaN	NaN	192528	54432	0	2	0	0	50	154	57657684	2.103895e-02	9.409382e-01
DUSP27	287664	611	-1	688800	191436	161532	4	1	0	22	24	10094280	2.104252e-02	9.409382e-01
TRMT112	1613996	257	65	76440	22344	191268	1	0	0	46	46	22142820	2.110055e-02	9.409382e-01
CXCL17	704668	235	34	75096	18648	208152	1	0	0	50	54	24839640	2.117475e-02	9.409382e-01
KIRREL2	1060028	321	47	421008	140196	649908	3	0	0	2	0	1888488	2.127305e-02	9.409382e-01
MOCS2	204924	419	-5	161112	35448	249480	3	0	0	2	3	1458660	2.128109e-02	9.409382e-01
NPHS1	1060028	321	47	735672	231504	988596	4	1	2	26	27	16086756	2.130296e-02	9.409382e-01
FOXM1	495532	443	28	472920	142464	516348	4	0	0	33	37	19237680	2.140288e-02	9.409382e-01
SERPINA6	203903	744	-1	242424	68544	209160	2	1	0	50	78	27248424	2.141550e-02	9.409382e-01
TMPRSS11B	170820	716	-19	258972	65352	439740	2	0	1	50	80	30444120	2.143524e-02	9.409382e-01
SYNE2	525935	430	41	4293660	1056552	5222952	15	7	8	2	18	7105056	2.144806e-02	9.409382e-01
TMEM207	163494	373	9	89040	26628	260568	2	0	0	28	26	14693196	2.146960e-02	9.409382e-01
APLP1	1060028	321	47	390768	118272	709380	4	0	0	2	0	1888488	2.151035e-02	9.409382e-01
SAP30L	581156	416	29	113316	28812	199332	1	0	0	50	55	30339960	2.165067e-02	9.409382e-01
GIPC1	981470	204	34	195636	62916	194292	2	1	0	8	10	2958648	2.168129e-02	9.409382e-01
THEMIS	191535	553	-9	408996	111888	289296	4	0	0	4	2	2613156	2.169313e-02	9.409382e-01
TMEM170A	490399	133	16	84504	27636	99036	1	0	0	50	67	27737052	2.179766e-02	9.409382e-01
MYOC	411007	718	10	298284	86016	193284	4	0	1	50	71	27961668	2.182652e-02	9.409382e-01
EML2	950605	194	45	395388	114660	709380	3	1	2	8	16	5177928	2.205697e-02	9.409382e-01
C8A	39104	713	-15	360528	91812	501732	6	0	0	15	18	8794632	2.207153e-02	9.409382e-01
APEX2	245504	NaN	8	306852	91056	112392	4	0	1	50	89	37900212	2.208865e-02	9.409382e-01
INTS7	469325	370	16	586824	160356	1048824	4	1	0	4	10	6972840	2.210031e-02	9.409382e-01
HMCN1	260400	509	-19	3412248	955416	5546520	13	5	9	2	15	6883128	2.212671e-02	9.409382e-01
DCBLD2	337232	411	6	469476	132300	506016	6	0	4	10	11	4871412	2.215677e-02	9.409382e-01
KIAA0748	246749	748	11	320460	84000	367920	5	0	1	50	69	27657756	2.224540e-02	9.409382e-01
SLC22A8	2447828	398	48	322980	98616	423864	4	1	0	23	32	11008620	2.231020e-02	9.409382e-01
RNLS	193044	396	33	223524	60480	356832	2	0	0	23	23	19051452	2.234223e-02	9.409382e-01
APAF1	488214	461	11	778344	192108	1387512	5	0	0	7	2	4273164	2.236047e-02	9.409382e-01
LSM3	303635	258	39	63504	17388	256032	1	0	1	17	22	8397816	2.240054e-02	9.409382e-01
RASAL2	168177	435	-9	779688	214956	1182888	6	0	3	11	18	7254072	2.249137e-02	9.409382e-01
GTSF1L	395176	374	38	90300	22848	48132	1	0	0	50	71	36129576	2.250078e-02	9.409382e-01
ADAMTSL3	112410	888	-7	1031016	277368	1397088	6	3	2	50	91	35690676	2.253023e-02	9.409382e-01
C13orf35	572556	389	44	71400	21840	85932	2	0	0	50	69	28249200	2.253657e-02	9.409382e-01
IFI44L	161560	636	-13	278880	71652	387072	2	1	0	28	27	15173088	2.258339e-02	9.409382e-01
OR51F1	207755	972	-1	179928	56448	5292	3	0	0	50	101	28478016	2.262036e-02	9.409382e-01
CASP8	571730	386	37	359436	81312	443016	3	0	1	46	69	30659664	2.264941e-02	9.409382e-01
CCDC51	1401411	263	32	239064	75432	205884	3	0	0	30	33	18865812	2.267645e-02	9.409382e-01
CLECL1	251092	648	8	102228	25788	93492	2	0	0	50	82	31909920	2.268823e-02	9.409382e-01
RDX	137601	158	10	367836	86772	549108	2	0	2	6	4	3087756	2.270017e-02	9.409382e-01
ARID1B	143122	621	27	1336188	383964	1074276	5	4	2	41	78	22791468	2.271893e-02	9.409382e-01
OR5M11	NaN	NaN	NaN	177324	53760	25200	2	0	0	50	154	57682212	2.280795e-02	9.409382e-01
ACTL9	536422	487	-47	234612	81144	36288	4	0	0	50	85	28868196	2.291667e-02	9.409382e-01
TAS2R4	200522	844	14	173544	53256	24948	2	0	0	50	38	20611164	2.292692e-02	9.409382e-01
ETV2	1162794	390	27	204036	61824	76104	3	0	0	50	56	27129396	2.297690e-02	9.409382e-01
KRTAP4-1	996799	468	-7	77616	20664	64764	1	0	0	50	44	19081692	2.309079e-02	9.409382e-01
ATL3	1058363	170	50	334320	87528	726264	2	1	2	50	42	24767148	2.315260e-02	9.409382e-01
BRWD3	150153	NaN	-20	1113588	289800	1442952	8	1	6	23	59	18552072	2.319054e-02	9.409382e-01
CLC	1286220	526	26	88956	22680	288036	3	2	1	1	10	1392552	2.321078e-02	9.409382e-01
CNKSR1	896535	217	30	431340	129108	705852	4	0	1	7	13	4335408	2.324160e-02	9.409382e-01
H2BFWT	439642	NaN	30	102396	33180	88704	3	0	0	50	78	30378096	2.326079e-02	9.409382e-01
NHLH1	987855	526	28	74592	26712	43344	2	0	0	50	57	24091368	2.329773e-02	9.409382e-01
EPX	851306	401	14	422100	131292	520128	5	1	1	50	66	22117956	2.330675e-02	9.409382e-01
SRP19	242849	340	34	91308	22848	226800	1	0	0	50	62	28565040	2.337353e-02	9.409382e-01
FKBP2	1613996	257	65	87612	25536	215712	1	0	0	46	46	22142820	2.337832e-02	9.409382e-01
PAX5	429504	542	34	236040	69384	410004	2	2	1	5	7	2585940	2.342808e-02	9.409382e-01
CHL1	25264	796	9	757176	195132	1197252	4	2	1	15	17	7906500	2.342852e-02	9.409382e-01
E2F2	1050775	159	32	257712	79464	177912	3	0	1	35	40	18784080	2.356525e-02	9.409382e-01
ITGAL	2276763	142	57	713664	201852	1436148	5	1	4	10	9	3822756	2.363011e-02	9.409382e-01
GNB1L	690032	204	10	192864	61152	391608	2	0	0	26	33	17470236	2.367982e-02	9.409382e-01
IGFL1	1150094	196	22	70140	17304	127764	2	0	1	46	71	25685016	2.371147e-02	9.409382e-01
TTC35	188664	962	21	192612	43260	408996	2	1	0	50	51	25931052	2.376273e-02	9.409382e-01
KCNQ3	163210	970	-6	517944	156156	731052	7	0	3	9	7	4393200	2.380468e-02	9.409382e-01
NFS1	1423559	169	53	278040	81312	781956	2	1	0	44	37	24263568	2.391092e-02	9.409382e-01
ZNRF1	731807	160	27	134904	41496	102312	1	0	0	50	42	30942912	2.391801e-02	9.409382e-01
HSPBAP1	424676	412	39	299376	77364	309456	3	1	0	46	66	31314108	2.392560e-02	9.409382e-01
FKBP1B	243145	226	33	76356	20412	141120	1	0	1	37	39	17152968	2.409557e-02	9.409382e-01
IQGAP3	2095354	166	39	988428	283164	1760472	8	2	1	29	25	17646132	2.410564e-02	9.409382e-01
CHD1	133125	595	15	1071756	256032	1320228	4	0	2	12	11	9808344	2.412861e-02	9.409382e-01
FXR1	182655	1058	-2	385980	100380	764568	2	0	2	9	5	3547824	2.416065e-02	9.409382e-01
TUBB1	978901	125	28	270144	74592	179172	2	0	1	29	35	17332728	2.420429e-02	9.409382e-01
CDK15	391799	588	32	239652	64512	875952	2	1	1	15	20	15647016	2.421342e-02	9.409382e-01
PCDHA2	861651	606	2	560280	182112	1032192	7	0	0	3	6	4783632	2.425679e-02	9.409382e-01
DHDDS	1046693	181	33	204876	56448	600264	2	0	3	21	22	8825880	2.433014e-02	9.409382e-01
USP42	1663156	229	43	510384	138516	637056	6	1	2	8	8	4674180	2.436604e-02	9.409382e-01
SH3BGR	294735	503	5	149772	38220	364644	4	0	1	8	16	4897368	2.437809e-02	9.409382e-01
LCOR	989428	512	43	260316	73080	243936	3	0	0	50	61	38385396	2.439344e-02	9.409382e-01
EPB41L4A	164575	671	28	432348	109200	1119888	4	1	3	47	60	25785396	2.439613e-02	9.409382e-01
ARHGAP12	359237	346	25	527100	131376	853272	2	0	3	50	79	29780268	2.445855e-02	9.409382e-01
CHD4	2790851	179	51	1179612	305928	1890756	8	0	1	6	10	6777036	2.447788e-02	9.409382e-01
GTF2E1	307733	475	11	265188	71484	248220	2	0	0	50	50	28585200	2.449745e-02	9.409382e-01
RAB3GAP2	651142	476	4	861756	226380	2156868	3	0	1	0	1	2383248	2.450728e-02	9.409382e-01
ELF4	384451	NaN	48	385140	123900	431172	4	0	0	10	24	8516004	2.461692e-02	9.409382e-01
CARTPT	456944	601	19	69132	21336	113400	2	0	1	35	37	16310364	2.462002e-02	9.409382e-01
C16orf68	403747	542	-11	245280	70476	531972	3	0	3	13	19	6929160	2.473588e-02	9.409382e-01
SPCS3	128128	550	11	109704	31164	106848	1	0	0	50	69	28038696	2.475166e-02	9.409382e-01
NT5C	1511891	168	25	121296	35952	122724	1	0	1	28	16	12523560	2.483307e-02	9.409382e-01
KIF4A	243320	NaN	45	766500	195888	1217160	5	1	2	26	32	18184572	2.484794e-02	9.409382e-01
KCND2	49438	962	7	372792	109284	298872	5	1	0	8	9	2843064	2.491551e-02	9.409382e-01
KRTAP21-2	30244	1055	-70	49476	13524	47376	1	0	0	50	68	14944944	2.496146e-02	9.409382e-01
CSDC2	1467336	183	66	89796	28644	71820	1	0	0	50	53	24104976	2.496317e-02	9.409382e-01
BHLHE22	9265	1050	-1	212436	76356	6552	3	0	0	50	56	21113820	2.496555e-02	9.409382e-01
TMEM90A	604423	384	45	140280	43428	135324	3	0	0	50	79	27181980	2.502965e-02	9.409382e-01
BBS4	1110048	380	40	326004	82740	680400	3	0	2	50	56	23798208	2.504247e-02	9.409382e-01
LRRC58	384022	358	6	214704	70056	127008	2	0	0	50	64	31752420	2.513317e-02	9.424688e-01
HIST1H2AE	390169	544	57	73752	25788	114660	2	0	0	50	48	19938744	2.527193e-02	9.457919e-01
CALCRL	61297	453	1	290556	70812	437472	2	0	0	17	9	6928488	2.550959e-02	9.517564e-01
KIF1C	1399774	343	26	657972	197820	736848	4	0	1	20	17	12618228	2.553222e-02	9.517564e-01
HOPX	597691	572	16	84084	22260	74340	2	0	0	50	56	26971308	2.580324e-02	9.571840e-01
SUFU	872436	165	36	295764	84000	973728	2	1	1	18	20	11395776	2.583528e-02	9.571840e-01
IL27	1133167	269	63	142044	46956	168840	2	0	0	50	82	26594484	2.590116e-02	9.571840e-01
DNAJB7	NaN	NaN	NaN	187656	46704	55944	2	0	0	50	154	57705900	2.593120e-02	9.571840e-01
RICTOR	193512	336	-2	1050252	279552	1687140	6	1	7	14	13	7003584	2.593919e-02	9.571840e-01
UQCR11	2259505	213	33	35028	10584	56952	1	0	0	50	50	22519392	2.604741e-02	9.571840e-01
CSNK1G3	121115	474	23	286944	69888	493668	3	0	2	29	29	13417404	2.608811e-02	9.571840e-01
MYO5A	517214	386	19	1149540	293916	1950480	5	2	1	41	32	25152708	2.609591e-02	9.571840e-01
ACCN4	554323	403	33	390180	123144	331128	2	1	1	6	11	4588500	2.613454e-02	9.571840e-01
OSBPL9	586185	288	18	487620	118944	1155672	4	0	0	1	1	1528884	2.627569e-02	9.603113e-01
