gene	bin
KRTAP29-1	10276
UBE2F-SCLY	1973
FXYD6-FXYD2	8021
SEC24B-AS1	3342
ZNF664-RFLNA	8637
ARHGAP19-SLIT1	7369
FAM24B-CUZD1	7485
PRH1-PRR4	8144
BIVM-ERCC5	9054
DNAAF4-CCPG1	9625
RBAK-RBAKDN	5232
SENP3-EIF4A1	10169
P2RX5-TAX1BP3	10152
SLMO2-ATP5E	11248
APOC4-APOC2	10952
MAGEA10-MAGEA5	12155
TNFAIP8L2-SCNM1	524
HOXA10-HOXA9	5330
URGCP-MRPS24	5403
HNRNPUL2-BSCL2	7782
ISY1-RAB43	2557
TM4SF19-DYNLT2B	2860
UBA2	10912
SAE1	10961
LINC00159	11355
FARSB	1904
ABCC5	2804
ABCB6	1888
DNM1L	8242
CDH8	10016
ABCC9	8194
ABCF2	5822
MIR4464	4851
MIR2681	9050
MIR4793	2212
MIR4680	7431
MIR4668	6855
MIR4469	6040
MIR4648	5222
MIR4653	5608
MIR4486	7615
MIR4695	71
MIR4523	10232
MIR4647	4661
MIR4731	10204
MIR4686	7540
MIR4679-1	7333
MIR4526	10511
MIR3689D1	6958
MIR4728	10269
MIR4699	8444
MIR499B	11139
MIR4787	2220
MIR4741	10522
MIR4458	3743
MIR4763	11540
MIR548AN	9038
MIR4534	11505
MIR4769	11766
MIR4760	11392
MIR4720	10100
MIR4480	7028
MIR4804	4000
MIR4726	10265
MIR4466	5151
MIR4536-1	11791
MIR4772	1380
MIR4505	9348
MIR4779	1347
MIR4655	5218
MIR4795	2385
MIR4483	7444
MIR4530	10932
MIR4420	120
MIR4796	2494
MIR4722	10133
MIR4754	11006
MIR378D2	6258
MIR4752	10990
MIR4719	10078
MIR203B	9487
MIR4643	4857
MIR4633	4254
MIR4708	9310
MIR4641	4649
MIR4498	8621
MIR4465	5077
MIR4514	9740
MIR4500	8984
MIR4513	9713
MIR371B	10988
MIR4490	7898
MIR4783	1479
MIR548O2	5982
MIR4679-2	7333
MIR4718	9884
MIR378D1	2891
MIR4634	4462
MIR4734	10265
MIR4729	10351
MIR4652	5576
MIR4439	1915
MIR4782	1416
MIR4737	10353
MIR4709	9351
MIR3689F	6958
MIR4437	1716
MIR4667	6651
MIR548AL	8469
MIR4797	2864
MIR4765	1103
MIR4736	10347
MIR4753	897
MIR4756	11225
MIR4468	5772
MIR4473	6583
MIR4519	9939
MIR4454	3738
MIR4457	3710
MIR4669	6955
MIR3529	9769
MIR4705	9051
MIR4717	9838
MIR4673	6965
MIR4759	11332
MIR3976	10477
MIR4661	6246
MIR4799	3511
MIR4724	10239
MIR4768	11631
MIR3960	6928
MIR4762	11538
MIR3975	10580
MIR4516	9838
MIR4663	6392
MIR4701	8300
MIR4733	10237
MIR4776-1	1859
MIR4472-1	6479
MIR4639	4558
MIR4651	5498
MIR4637	3773
MIR4422	228
MIR451B	10229
MIR4802	3046
MIR4508	9499
MIR4522	10222
MIR4540	6656
MIR3974	8175
MIR4503	9183
MIR4788	2580
MIR4738	10420
MIR4766	11517
MIR4489	7795
MIR4645	4498
MIR4676	7263
MIR4665	6517
MIR4475	6656
MIR4529	10671
MIR4791	2079
MIR4690	7795
MIR4510	9539
MIR4740	10443
MIR4764	11484
MIR4678	7326
MIR3977	4044
MIR4450	3194
MIR4710	9490
MIR4674	6965
MIR3688-2	3563
MIR4499	8680
MIR4757	1043
MIR4666A	867
MIR4472-2	8604
MIR3973	7690
MIR4478	6902
MIR4749	10972
MIR4750	10972
MIR4781	223
MIR4524A	10389
MIR4777	1944
MIR4664	6486
MIR4493	8046
MIR4682	7472
MIR4482	7400
MIR1245B	1751
MIR4460	4256
MIR4636	3746
MIR4484	7499
MIR4424	645
MIR4700	8623
MIR4491	7991
MIR4716	9597
MIR3689C	6958
MIR4790	2015
MIR219B	6930
MIR4747	10805
MIR4794	271
MIR548AE2	9954
MIR4758	11263
MIR4638	4486
MIR4677	932
MIR3689D2	6958
MIR4649	5404
MIR548AI	9149
MIR4659A	5885
MIR4451	3235
MIR4660	5888
MIR4670	6771
MIR4642	4662
MIR550A3	5341
MIR4531	10951
MIR4774	1658
MIR3591	10685
MIR4800	2876
MIR4730	10438
MIR2467	1980
MIR4775	1836
MIR4533	11254
MIR4735	727
MIR4785	1620
MIR4743	10641
MIR4688	7738
MIR4713	9606
MIR4746	10803
MIR4659B	5885
MIR4770	11582
MIR4492	8026
MIR4803	3997
MIR4511	9671
MIR4671	893
MIR4456	3707
MIR4675	7062
MIR548AC	2097
MIR4732	10229
MIR4654	570
MIR3064	10371
MIR4723	10227
MIR4427	890
MIR4684	88
MIR4773-1	1579
MIR4789	2766
MIR4712	9602
MIR4440	1978
MIR4681	7470
MIR4436A	1352
MIR3198-2	8323
MIR4520-1	10165
MIR4696	7830
MIR4515	9747
MIR4518	9938
MIR4521	10172
MIR4443	2210
MIR5047	10371
MIR4711	249
MIR4692	7822
MIR4462	4630
MIR4761	11431
MIR4535	11553
MIR4727	10265
MIR4786	1982
MIR4773-2	1579
MIR4434	1248
MIR4744	10643
MIR4689	21
MIR4703	8821
MIR4707	9120
MIR4748	10826
MIR4694	7616
MIR4672	6928
MIR4644	5210
MIR4714	9815
MIR4755	11135
MIR4801	3031
MIR4449	3088
MIR1343	7686
MIR4632	49
MIR4658	5604
MIR4474	6583
MIR4725	10239
MIR4471	6287
MIR2682	421
MIR4687	7546
MIR4497	8575
MIR4476	6656
MIR4693	7957
MIR4745	10788
MIR3689E	6958
MIR4778	1256
MIR4656	5232
MIR4520-2	10165
MIR4767	11585
MIR4742	849
MIR4429	1007
MIR4488	7777
MIR4798	2897
MIR4776-2	1859
MIR4432	1230
MIR4715	9507
MIR548AD	1157
MIR4446	2488
MIR4442	2108
MIR4635	3709
MIR4479	6967
MIR4423	363
MIR4685	7374
MIR4751	10972
MIR4470	6114
MIR4698	8293
MIR4706	9309
MIR3978	11980
MIR4441	1978
MIR2392	9472
MIR378E	4440
CFAP418-AS1	6264
TPTE2P5	8773
NR1H3	7742
DIO2-AS1	9377
DNM3OS	615
MIR3155B	6998
COX17	2516
PARTICL	1344
WDR87BP	10926
FAM47E-STBD1	3192
LINC00659	11265
RAET1E-AS1	5119
PYCARD-AS1	9941
SPATA8-AS1	9806
LOC100652758	4357
PRICKLE2-AS1	2281
LOC100652768	8018
DSG2-AS1	10562
NNT-AS1	3896
SNX29P1	9909
GS1-24F4.2	5885
KIAA2012	1810
CACNA1C-AS1	8111
LINC01023	4162
TMCO5B	9529
ALOX15P1	10165
LINC00904	10914
LOC100652999	8320
CEP295NL	10433
SCAMP2	9713
SCAMP3	541
RWDD2B	11341
CDH9	3823
MUC12	5607
DPP3	7798
SNUPN	9716
HUWE1	11783
PCAT1	6409
HIF1A-AS2	9294
RCAN3AS	94
HTT-AS	2880
PTPRU	114
TSPAN32	7541
KLHL7-DT	5312
RBM5-AS1	2218
TSSC4	7541
ATP9A	11214
CDH10	3812
PDCD7	9669
GPC6	9010
MYZAP	9635
USH1C	7606
PQBP1	11770
MIR5197	4320
MIR5000	1296
MIR5007	8835
MIR5583-2	10599
MIR5689	4532
MIR5579	7852
MIR5680	6295
MIR5011	10725
MIR5693	8820
MIR5188	8641
MIR5696	1375
MIR4524B	10389
MIR1295B	611
MIR5581	150
MIR5100	7142
MIR5691	7568
MIR5695	5011
MIR5692C2	7371
MIR5687	3931
MIR5582	7740
MIR5002	2536
MIR5093	10118
MIR5091	2922
MIR5698	9467
MIR5583-1	10599
MIR5006	8776
MIR5705	3242
MIR5587	9831
MIR5003	9726
MIR5700	8506
MIR5707	5853
MIR5186	2657
MIR5092	2541
MIR5704	2569
MIR548AU	5506
MIR5010	10281
MIR5690	4622
MIR4999	10818
MIR5191	750
MIR5194	6423
MIR5702	1922
MIR5708	6198
MIR5189	10132
MIR5681A	6172
MIR5094	9774
MIR548AX	2936
MIR5089	10296
MIR5196	10916
MIR5008	864
MIR5088	10971
MIR5685	4702
MIR5580	9259
MIR5688	2377
MIR548AQ	5806
MIR5193	2216
MIR5190	10511
MIR5703	1926
MIR5692C1	2857
MIR548AV	7215
MIR548AP	357
MIR5699	6973
MIR5192	1238
MIR5586	7097
MIR5584	181
MIR5187	567
MIR5681B	6172
MIR548AS	9056
EDIL3	4049
EGFLAM-AS4	3872
NEGR1-IT1	304
ZRANB2-DT	300
LINC00536	6358
HEIH	4484
HHLA1	6432
CERS6-AS1	1659
FSBP	6260
LINC00538	803
LRRC3-DT	11411
GDNF-AS1	3870
POU6F2-AS1	5382
LINC00489	11150
CYP3A7-CYP3A51P	5602
LINC00558	8828
LINC00563	8797
LINC00565	9104
ALDH1L1-AS2	2544
TMEM265	9939
NAALADL2-AS3	2765
LINC00507	8655
DIP2A-IT1	11421
RB1-DT	8806
UPK1A-AS1	10917
CERT1	4011
PTCHD1-AS	11653
RNU6-16P	5324
RNU6-52P	8676
RNU6-66P	10958
RNU6-67P	11305
RNU6-72P	679
RNU6-78P	8239
ZFX-AS1	11661
DPYD-AS1	417
MTOR-AS1	44
LNX1-AS1	3091
OPA1-AS1	2849
PHEX-AS1	11653
HLTF-AS1	2646
VAV3-AS1	464
NREP-AS1	4176
SNRK-AS1	2188
LNX1-AS2	3092
MED4-AS1	8805
GPC5-AS1	9008
GPC6-AS2	9013
CNTN4-AS2	2001
ABCC5-AS1	2805
MAGI1-AS1	2289
GRM5-AS1	7893
KCNQ5-AS1	4775
NAV2-AS5	7615
SYNPR-AS1	2278
EPN2-AS1	10214
MAGI2-AS2	5509
TPRG1-AS2	2828
SGO1-AS1	2083
CFAP44-AS1	2487
PRRT3-AS1	2037
CADM2-AS2	2379
MACC1-AS1	5298
HM13-AS1	11124
LINC00499	3469
LZTS1-AS1	5937
LINC00534	6241
JRKL-AS1	7924
FALEC	521
LINC00570	1006
NLGN4Y-AS1	12189
COX10-DT	10198
LINC00297	8722
PCDH9-AS2	8889
DLEU7-AS1	8818
KCNAB1-AS2	2678
KCNAB1-AS1	2679
PCDH9-AS3	8889
SLC6A1-AS1	2042
BRWD1-AS1	11388
ADIPOQ-AS1	2817
HS6ST2-AS1	12077
MTUS2-AS1	8721
CCDC13-AS1	2185
ZNRF3-AS1	11465
LINC00331	8944
LINC00332	8770
LINC00333	8969
LINC00351	8975
LINC00353	8993
LINC00366	8762
LINC00379	9001
LINC00381	8924
LINC00398	8727
LINC00423	8736
LINC00433	8988
LINC00443	9072
LINC00446	8941
LINC00457	8743
LINC00424	8686
LINC00502	7342
FRMD6-AS2	9248
LINC00559	8996
LINC00571	8760
SAMSN1-AS1	11274
CLDN10-AS1	9021
DIAPH3-AS1	8857
DIAPH3-AS2	8858
EFCAB6-AS1	11528
SHANK2-AS1	7815
ARHGEF3-AS1	2248
COL4A2-AS1	9090
ALDH1L1-AS1	2544
OSBPL10-AS1	2136
ST3GAL6-AS1	2421
NDFIP2-AS1	8948
MYCBP2-AS1	8937
OBI1-AS1	8940
SPATA13-AS1	8697
CACNA1C-AS4	8109
COL18A1-AS2	11416
CACNA2D3-AS1	2239
ARHGAP26-AS1	4316
STARD13-AS	8738
PRICKLE2-AS2	2281
PRICKLE2-AS3	2281
DENND5B-AS1	8238
KIRREL3-AS2	8063
LINC00853	192
RNASEH2B-AS1	8818
CCDC200	10284
AOAH-IT1	5369
LINC01216	3302
MLIP-IT1	4705
NRG1-IT3	5992
SYNJ2-IT1	5156
HOXA10-AS	5330
DSCAM-IT1	11394
LINC01014	2780
RNF216-IT1	5235
RPS6KA2-IT1	5195
PPP2R2B-IT1	4334
HOXB-AS1	10302
HOXC13-AS	8322
CACNA1C-IT3	8109
ARHGEF38-IT1	3324
SMIM2-IT1	8788
BANCR	6668
UGDH-AS1	3042
PCCA-AS1	9043
NALCN-AS1	9044
LINC-ROR	10679
VWC2L-IT1	1866
LINC00348	8908
MYO16-AS1	9084
LARS2-AS1	2198
SLC9A9-AS1	2620
LINC00210	821
PTGES3L	10283
PTGES3L-AARSD1	10283
RNA5SP244	5734
PTCSC3	9179
RNA5SP411	9946
LINC00359	9027
TRERNA1	11207
KCNK7	7794
CDH11	10031
UST	5114
APOBEC3A_B	11509
ARPC5	667
ARPC4	2036
ARPC3	8577
ARPC1B	5601
ACTR3	1416
ACTR2	1251
TSPAN5	3292
TSPAN3	9722
LINC00911	9401
LINC01993	10430
DNAH17-AS1	10431
LIPE-AS1	10945
CEP72-DT	3707
LINC02724	7789
PITX1-AS1	4281
NAMA	6798
LINC01544	10700
FMC1-LUC7L2	5777
PYURF	3247
ADAM8	7532
CDH12	3800
TSPAN2	493
NUBP2	9836
TSFM	8338
TSPAN1	188
PPIF	7293
PGR-AS1	7945
OVCH1-AS1	8228
LOC101059948	10969
CTDSP2	8338
ARPC2	1884
SGK2	11178
LINC00601	7501
LINC00609	9179
TMEM220-AS1	10183
RAD50	4270
KIF20A	4295
PREB	1078
HIPK3	7678
FEM1B	9683
ENAM	3168
IPO11-LRRC70	3963
IFNL4	10932
CDH13	10105
ACTR1A	7392
ARL4C	1957
ARL4A	5264
LOC101241902	6191
LINC02067	2702
RASGRP1	9551
DNAL4	11508
ZNF263	9842
LRPPRC	1154
FRY	8732
CDH15	10135
PDIA6	1003
TRAP1	9844
OPTN	7030
BCAP31	12160
SNORD124	10270
SNORD121B	6643
NAMPT	5627
CELA3A	84
RBM12	11142
YAF2	8270
ARFRP1	11269
CDH16	10040
TOB1	10312
LINC00681	5902
LOC101409256	5561
EZR-AS1	5160
OSGEPL1-AS1	1754
OGFR-AS1	11265
LINC01587	2889
YTHDF3-DT	6120
DLGAP1-AS4	10468
LAMTOR5-AS1	473
MMP24OS	11140
FANK1-AS1	7499
LINC00678	7652
UCHL1-DT	3049
XXYLT1-AS2	2856
RMDN2-AS1	1127
STPG2-AS1	3288
AKAP9	5568
CLEC3A	10084
FAM13A	3248
LOC101448202	6957
G3BP1	4357
SUGP2	10860
EBI3	10802
ADGRG2	11638
CDH17	6259
MBNL2	9028
HNRNPA3P1	7145
ABI2	1815
CEBPZ	1124
PLXNC1	8504
PELP1-DT	10157
AASS	5700
PDZK1IP1	192
ATP6AP2	11735
CDH18	3792
FARP1	9033
LPAR6	8807
LPCAT3	8131
WASF2	106
CHST4	10056
SLC25A13	5587
SLC25A15	8773
ZNF197	2194
CDK2	8331
DHRS9	1660
RCL1	6512
ZNF256	11004
SORBS3	5947
CNIH1	9261
TENM1	12040
RBM7	8005
CDK3	10420
RBM6	2217
RBM5	2218
LHFPL2	4025
LHFPL6	8766
TNK2	2858
ALYREF	10445
CDK4	8338
TXNDC9	1366
RNF41	8332
TSHZ1	10763
ALG3	2806
PRMT3	7619
PSME3	10283
MPHOSPH9	8633
MPHOSPH10	1278
ADAM10	9639
CDK5	5821
MPHOSPH6	10103
NME6	2210
DHRS2	9123
CALCRL	1743
NUTF2	10044
MPZL2	8023
TRIM13	8814
PATJ	258
USPL1	8726
EIF1	10278
CDK6	5571
TOPORS	6638
DDX39A	10841
PSMD14	1624
OLIG2	11359
PRG4	679
CTDSPL	2164
ANGPTL7	44
KLRG1	8137
CDK7	3993
GDF11	8330
TRIB1	6402
GPA33	592
ZNF443	10833
CD96	2479
PLIN3	10805
MFSD10	2879
STX6	655
COQ7	9901
NBR2	10284
RCAN2	4670
MSLN	9832
LRRC23	8131
LRRC17	5613
RASGRP2	7791
HNRNPR	90
SLC35B1	10307
DCAF7	10367
AP3S2	9774
CDK8	8706
MRPS31	8772
CALCOCO2	10303
KCNMB2	2780
GPHN	9315
RABEPK	6916
TIMM17B	11770
SLC17A2	4603
RIDA	6277
POP7	5606
GLYAT	7765
CDK9	6928
SRRM1	95
SPRY1	3403
SPRY2	8951
STAM2	1582
CNKSR1	101
ABCC4	9019
CDKN1A	4626
DENND4A	9671
SF3B4	519
CDK2AP2	7803
IRX5	9985
RAMP2	10282
RAMP1	1973
RAMP3	5408
ZMPSTE24	162
CDKN1B	8152
AKAP8	10845
FSTL3	10787
STUB1	9831
STAG1	2588
NET1	6995
UBE4B	39
EFS	9122
PRSS16	4606
CDKN1C	7544
SIGMAR1	6646
DSCR4	11382
BET1	5577
CWC27	3973
SAP18	8683
SMNDC1	7428
BCAS2	491
RGS19	11271
LILRB2	10990
EIF1B	2175
CDKN2A	6590
SPEG	1889
SF3A1	11471
TRAIP	2216
DNAJA2	9949
BCKDK	9940
MAEA	2872
APC2	10791
PAK4	10931
MARCHF6	3752
ADAR	538
CDKN2B	6590
KATNB1	9998
DLEU1	8814
SNAPC5	9675
APBB3	4306
ZNF267	9943
CCNO	3930
CDKN2C	209
VPS26C	11378
RTN3	7786
LANCL1	1848
NMUR1	1944
B3GALT5	11389
TNIP1	4353
LAMC3	6941
CDKN2D	10826
IKZF1	5432
CRISP3	4686
SMYD5	1287
KLHL41	1662
RRAGB	11791
SIRPB1	11013
AKR1A1	185
EMC8	10120
RXYLT1	8365
CDKN3	9261
CNPY2	8332
B3GNT3	10855
CLEC4M	10816
TLR6	3039
IRAG1	7574
PCGF3	2869
TFG	2430
PKDREJ	11541
CCL26	5498
TRDN	4997
TRIM22	7553
ABCA7	10789
ABCA10	10389
ABCA9	10389
ABCA8	10388
WARS2	511
CDO1	4194
NPM3	7389
NPM2	5945
HMG20B	10799
HMG20A	9724
KLF2	10849
MICU1	7262
CACNG3	9918
CACNG2	11498
CITED2	5071
SEMA3A	5532
TUBA1B	8301
IRF9	9125
CDR1	12111
BPNT1	831
TUBB3	10138
TUBB4A	10812
TUBB4B	6968
BTN3A3	4605
BTN2A2	4605
SYCP2	11252
SCML2	11635
CDR2	9911
CEPT1	476
CORO2B	9685
MYL12B	10465
NOD1	5345
ANAPC10	3499
PRG3	7759
DLC1	5903
ATP8A1	3054
NDRG1	6438
MYL9	11146
RACK1	4486
ADARB1	11414
CDS1	3230
PEMT	10210
PIAS3	516
ST3GAL6	2421
NDC80	10462
CPQ	6270
WFDC2	11187
MYCNOS	1027
BASP1	3783
RAPGEF3	8295
NSA2	4009
YAP1	7949
SPON2	2871
SPON1	7590
PRMT5	9120
TESK2	185
UBAC1	6963
CDIPT	9937
PGRMC2	3425
ARIH2	2213
TUBGCP3	9098
SEC24B	3342
CFDP1	10071
CD52	102
TMEM147	10917
RBM14	7799
LYPLA1	6079
CDC42EP2	7793
EMG1	8131
IFI30	10857
C1D	1264
OLFM1	6959
CDX1	4349
TIMM17A	751
N4BP2L2	8734
ZER1	6932
MCRS1	8303
LRRN2	763
FAM3C	5696
ACAA2	10646
CDX2	8714
PPIE	160
VAV3	462
TOMM40	10952
TAB1	11510
ECI2	4504
HAX1	537
GPNMB	5312
BAIAP2	10441
MAD2L2	46
CDX4	11842
TACC3	2874
MERTK	1412
CLEC10A	10167
SLC30A9	3052
PIBF1	8917
PPIH	173
COG5	5631
ZNHIT1	5608
FST	3922
TIMM44	10816
CLGN	3479
ZBTB18	935
HMGN4	4605
TADA3	2036
TRIM38	4603
ATP5PD	10416
UBE2E3	1714
SLC25A17	11517
SLC9A6	12090
CEACAM5	10942
EIF3M	7675
HOXB13	10303
NXF1	7782
SEC23B	11091
SEC23A	9192
MIR9-1HG	546
CAP2	4564
CAP1	161
CREB3	6651
LRRC41	188
VTI1B	9320
CRTAP	2142
SYNCRIP	4830
VAT1	10283
STK25	1990
ENOX2	12068
UNC13B	6649
CARM1	10827
NCOA2	6152
ADARB2	6976
CEBPA	10907
SEMA6C	524
SEMA6B	10803
SEMA4F	1294
SEMA4D	6758
SEMA4B	9776
CEBPB	11207
SEMA3C	5517
APPBP2	10355
MYBBP1A	10156
FBLN5	9431
CIB2	9727
CIB1	9776
CEBPD	6050
ZNF211	11003
DDX17	11507
DEAF1	7533
CHERP	10850
KAT5	7795
HYOU1	8026
IPO8	8234
IPO7	7569
NOP56	11018
NEBL	7063
CEBPE	9121
PITRM1	6985
ATG7	2043
ZNRD2	7794
RNASEH2A	10834
P3H3	8130
BATF	9356
GLRX3	7518
CEBPG	10907
DCTN2	8337
ANP32B	6792
LAMTOR5	473
PROCR	11140
TM9SF1	9125
PRDX4	11659
ARL6IP5	2304
AGR2	5283
ARPC1A	5601
HTATIP2	7619
AGPAT2	6966
RPP30	7341
RPP38	7039
SPTLC1	6769
SLC35A1	4838
CEL	6950
SLC19A2	603
IFI44	335
OLFM4	8825
CXCL13	3198
ARFGEF2	11202
ARFGEF1	6138
AKAP3	8120
RABAC1	10943
SLC34A2	2977
SLU7	4396
CELP	6950
DPYSL4	7527
SIVA1	9490
MRPL28	9830
CCT7	1287
CCT4	1236
CCT2	8391
NPC2	9351
GNLY	1344
TACC2	7482
CENPA	1077
SORBS1	7360
COLEC10	6373
POMT1	6943
MAB21L2	3524
TXNRD2	11430
MTHFS	9734
DRAP1	7796
CENPB	11023
SCGN	4601
DNPH1	4656
SMC2	6820
PRPF8	10144
ERN2	9916
TRAPPC2B	11002
AHSA1	9364
SLCO1B1	8191
CENPC	3154
USP16	11341
CDC42EP3	1126
SH2B2	5612
PAIP1	3896
PAICS	3104
TBL3	9837
MXD4	2876
P3H4	10278
ST6GALNAC2	10423
PDLIM5	3274
TRIM3	7556
ERLIN1	7382
HEXIM1	10292
SPAG5	10228
RBCK1	11008
STAMBP	1290
TGOLN2	1343
CENPE	3313
ARID3B	9711
POLR3F	11091
POLR3G	4079
POLR3C	516
IVNS1ABP	674
MYL12A	10465
TAF6L	7782
CENPF	806
POSTN	8758
ATP5MG	8024
RASL10A	11467
GAS2L1	11467
RAD51AP1	8120
RGS14	4471
LEFTY1	855
EXOC5	9274
NPRL2	2219
IGF2BP1	10304
IGF2BP3	5312
IGF2BP2	2812
CAMKK2	8625
SCGB1D2	7780
SCGB1D1	7780
PRELID3A	10506
MTX2	1692
YKT6	5404
SPINT2	10928
PMVK	540
DMRT2	6494
KHDRBS3	6448
KHDRBS1	125
CELF1	7743
CELF2	7021
CES1	9989
LBX1	7387
KLF1	10835
CXCR6	2200
CTCF	10043
CD226	10738
FARS2	4509
CGRRF1	9261
CGREF1	1078
RRAGA	6577
DCTN6	5982
TNFSF13B	9080
CSPG5	2207
AVIL	8338
B3GNT2	1238
CETN1	10453
GNB5	9610
DLL3	10933
CLDN16	2834
PNMA2	5965
CETN2	12158
FUT9	4874
GMEB1	111
RRH	3343
CCT6B	10253
CCT8	11341
CNPY3	4655
CORIN	3078
ADCY1	5410
CETN3	4079
CETP	9995
FAM189B	541
USP39	1344
POLD3	7830
CERS1	10860
TBR1	1624
AP4B1	488
NRG3	7302
CFL1	7795
UGT2B11	3162
POLQ	2524
SLC12A7	3709
OGA	7389
NFAT5	10052
NUDC	104
PTGES3	8334
CFL2	9173
YME1L1	7091
TCFL5	11265
PLK4	3423
STAG3	5604
STAG2	12038
SIX2	1159
RFPL3S	11480
RFPL3	11480
RFPL2	11479
RFPL1S	11467
RBBP9	11091
RAI2	11633
RAI1	10211
PTTG2	3035
PHTF1	487
MAP3K2	1478
MASP2	43
KLRA1P	8143
KIF1C	10158
CTSC	7892
CHL1	1992
CAPN9	877
GIPC1	10841
TRAF3IP2	4944
PLAC1	12085
NUP50	11536
NES	547
KDM5B	754
TOB2	11520
HBS1L	5051
AHCYL1	471
PLK2	3944
ZBTB6	6906
POP4	10890
ARPP19	9612
ARPP21	2153
ZNF271P	10579
ZNF234	10949
ZNF266	10821
ZNF274	11005
NEK6	6912
WDR4	11404
SLC17A3	4602
NCKAP1	1723
IQGAP2	4016
VAMP5	1344
ZNF273	5465
ZNF460	11001
MTHFD2	1292
OR5I1	7753
RPP40	4508
ADCY2	3738
CFTR	5678
CYSLTR1	11860
SEPTIN9	10426
SEC24A	4279
CCR9	2200
GJB6	8679
SDCCAG8	932
ENTR1	6965
HSPH1	8728
STARD10	7822
CGA	4836
WASF3	8707
NOXA1	6969
UTP14A	12065
CPLX1	2870
SPINT3	11187
FRS3	4650
FRS2	8391
OR7E14P	7604
CGB3	10969
NEU3	7832
FAXDC2	4370
FAM114A2	4367
ZNF275	12159
CEACAM3	10942
ALDH1L1	2544
FTCD	11419
PPP1R17	5351
TUBGCP2	7532
CLPX	9669
PDE10A	5189
SRCAP	9939
PPP1R13L	10954
POLR1G	10954
CCL27	6647
HPSE	3224
RUVBL2	10969
PGRMC1	12020
CYP46A1	9467
SLC26A1	2870
ADAM28	5955
SLC22A7	4657
ARID5A	1357
TSPAN9	8113
USP20	6937
USP19	2214
CEACAM7	10941
HCST	10918
CD300C	10414
ME3	7884
NMU	3101
FGL2	5501
EDDM3A	9111
CFHR4	727
CFHR3	728
SMR3B	3166
CEACAM8	10945
ACTL7B	6841
ACTL7A	6842
C1QL1	10291
MRPS30	3901
WDR3	506
NPFFR2	3174
PROKR1	1267
GPR83	7915
CEACAM4	10941
RAB10	1073
PPARGC1A	2969
MALT1	10686
MMP24	11140
LYVE1	7574
PPBPP2	3183
YIF1A	7797
CPSF4	5601
JTB	536
ADCY3	1068
RUNDC3A	10288
DHRS4	9125
BRD8	4295
MTMR11	519
BLCAP	11150
MAN1A2	504
TRAFD1	8584
TXNL4A	10785
PNPLA6	10815
UTS2	30
GADD45G	6759
EDAR	1408
PAPOLA	9452
TCERG1	4332
MAGED2	11788
BTNL3	4485
COPS8	1969
RNPS1	9838
FASTK	5821
SUB1	3849
SMPDL3A	4995
DBF4	5550
SPIN1	6754
RALBP1	10493
APOBEC2	4647
MORF4L1	9730
PRDX3	7469
GPR75	1200
EHD1	7791
AFG3L2	10506
POP1	6277
UGT2A1	3163
PRSS21	9840
MSL3	11606
C11orf58	7603
KDELR1	10966
SF3A3	152
AP3M2	6036
STARD3	10269
HNRNPA0	4293
BTG3	11288
CBX1	10300
SEC61B	6798
TOMM34	11184
PDIA5	2531
SERINC3	11182
OS9	8338
PNRC1	4845
TMED2	8635
LMAN2	4471
ERP29	8584
MLLT11	523
STIP1	7788
IFI44L	335
ACOT2	9347
RAB40B	10448
EBNA1BP2	175
CKAP4	8558
YWHAQ	998
TMED10	9354
ASCC3	4895
UQCR11	10791
CLP1	7760
FERMT2	9254
COPS6	5604
RAB32	5104
MAPRE2	10577
CCNI	3196
KCNQ1OT1	7542
GCN1	8621
COPS5	6138
METAP2	8510
IMMT	1346
LILRB5	10990
SLC38A3	2218
SF3B2	7796
SDS	8590
ILVBL	10844
SLC27A5	11006
SLC27A4	6930
SLC27A3	535
SLC27A2	9601
KIF2C	182
SPINK5	4340
CCDC85B	7796
IL24	771
CHAD	10310
GLIPR1	8418
TLK2	10363
KLK11	10977
TMSB15A	11948
KDELR2	5237
KDELR3	11507
ATF7	8320
SNRNP27	1273
TMED1	10827
LIAS	3041
RCBTB2	8807
IFT27	11499
RAB35	8620
TDRKH	526
VAX1	7459
LILRA1	10991
LILRB3	10990
LILRA3	10990
LILRA2	10991
CHAT	7161
RBPMS	5983
RAB31	10494
ADAP1	5214
DSTN	11087
RIPK3	9126
GTF2A1L	1176
STON1	1175
RCC1	111
PIM2	11770
B4GAT1	7798
MID2	11971
TENT4A	3735
UPK1A	10917
SLC35D2	6786
ADRM1	11263
CHD1	4117
NUDT21	9992
CPSF6	8390
OGFR	11265
ZPBP	5430
DDX52	10263
ABHD2	9771
WWP1	6224
CHD2	9788
WWP2	10052
DUS4L	5633
SOX30	4383
CNTRL	6898
UBE2C	11188
SNRNP35	8634
DEPP1	7151
CYB561D2	2219
RAPGEF4	1676
CHD3	10171
TMEM115	2219
DUSP14	10262
TOPBP1	2576
STMN2	6195
TPPP	3707
HSF2BP	11407
TRIOBP	11504
RER1	6
CHD4	8129
DNAJB4	332
KERA	8490
ESM1	3929
DIDO1	11266
ADAM30	515
ADAM29	3635
AKR1C4	6994
WDR5	6954
SPACA9	6949
ADAMTS13	6951
CACFD1	6951
ADAMTS8	8079
ADAMTS5	11332
NUP42	5312
PRSS23	7885
PTPN21	9415
ADCY5	2532
HNRNPUL1	10940
ATE1	7481
